	rho	fdr	rank	percentile
GO_0042133|neurotransmitter metabolic process	0.19589299892152057	0.0	6342	0.798941798941799
BIOCARTA_EPHA4_PATHWAY	0.19594742338248736	0.0	6343	0.7990677752582515
KEGG_VEGF_SIGNALING_PATHWAY	0.19618231127330937	0.0	6344	0.799193751574704
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.1962224189814704	0.0	6345	0.7993197278911565
WANG_TUMOR_INVASIVENESS_UP	0.1963992163788388	0.0	6346	0.799445704207609
GO_0031111|negative regulation of microtubule polymerization or depolymerization	0.19641864567163578	0.0	6347	0.7995716805240615
GAZDA_DIAMOND_BLACKFAN_ANEMIA_PROGENITOR_DN	0.1964918040606521	0.0	6348	0.799697656840514
VALK_AML_CLUSTER_9	0.19650878323440404	0.0	6349	0.7998236331569665
EGFR_UP.V1_DN	0.19651233883399893	0.0	6350	0.799949609473419
GO_AXON_PART	0.19658148180034754	0.0	6351	0.8000755857898715
GENTILE_RESPONSE_CLUSTER_D3	0.1966951322681866	0.0	6352	0.800201562106324
JIANG_HYPOXIA_VIA_VHL	0.1968033719099153	0.0	6353	0.8003275384227765
ZHOU_INFLAMMATORY_RESPONSE_FIMA_UP	0.19684193405226885	0.0	6354	0.800453514739229
WANG_TUMOR_INVASIVENESS_DN	0.196915622231808	0.0	6355	0.8005794910556815
GO_0051017|actin filament bundle formation	0.19694233612001133	0.0	6356	0.800705467372134
CHIANG_LIVER_CANCER_SUBCLASS_POLYSOMY7_DN	0.19698852620626656	0.0	6357	0.8008314436885865
BIOCARTA_MCM_PATHWAY	0.19711809400140318	0.0	6358	0.800957420005039
GO_0048814|regulation of dendrite morphogenesis	0.197302796902846	0.0	6359	0.8010833963214916
GO_0043507|positive regulation of JUN kinase activity	0.197333112811497	0.0	6360	0.8012093726379441
GO_0034605|cellular response to heat	0.19734371256079802	0.0	6361	0.8013353489543966
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_LIGHTYELLOW_UP	0.1974018959457507	0.0	6362	0.8014613252708491
MUELLER_PLURINET	0.19747753844371901	0.0	6363	0.8015873015873016
YAGI_AML_WITH_11Q23_REARRANGED	0.1975755511048115	0.0	6364	0.8017132779037541
GO_0060324|face development	0.1975852541971787	0.0	6365	0.8018392542202066
GO_0007398|ectoderm development	0.1976286612403617	0.0	6366	0.8019652305366591
GO_0006898|receptor-mediated endocytosis	0.19786828709846657	0.0	6367	0.8020912068531116
BROWNE_HCMV_INFECTION_4HR_DN	0.19791006053831736	0.0	6368	0.8022171831695641
CHEN_ETV5_TARGETS_TESTIS	0.19802235987622338	0.0	6369	0.8023431594860166
GO_0034622|cellular macromolecular complex assembly	0.19804160609436242	0.0	6370	0.8024691358024691
GO_0043506|regulation of JUN kinase activity	0.19810936948384286	0.0	6371	0.8025951121189216
GO_0055007|cardiac muscle cell differentiation	0.19817407898905118	0.0	6372	0.8027210884353742
NOUZOVA_TRETINOIN_AND_H4_ACETYLATION	0.1981836151580259	0.0	6373	0.8028470647518267
PID_ENDOTHELIN_PATHWAY	0.19824566746553104	0.0	6374	0.8029730410682792
GO_PERIPHERAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION	0.19857170087824302	0.0	6375	0.8030990173847317
MOREAUX_MULTIPLE_MYELOMA_BY_TACI_DN	0.19871559567512145	0.0	6376	0.8032249937011842
MATZUK_EMBRYONIC_GERM_CELL	0.19909306328812343	0.0	6377	0.8033509700176367
GO_REGULATION_OF_AXON_GUIDANCE	0.19909563634856575	0.0	6378	0.8034769463340892
DOANE_RESPONSE_TO_ANDROGEN_DN	0.19911226353228767	0.0	6379	0.8036029226505417
REACTOME_GABA_B_RECEPTOR_ACTIVATION	0.19917210972897936	0.0	6380	0.8037288989669942
GO_0007608|sensory perception of smell	0.19917968410222037	0.0	6381	0.8038548752834467
REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	0.19928438872642368	0.0	6382	0.8039808515998992
REACTOME_ADP_SIGNALLING_THROUGH_P2RY1	0.1992997682077654	0.0	6383	0.8041068279163517
ENK_UV_RESPONSE_EPIDERMIS_DN	0.1993049626360092	0.0	6384	0.8042328042328042
GO_0001568|blood vessel development	0.19942455771003825	0.0	6385	0.8043587805492567
STEINER_ERYTHROCYTE_MEMBRANE_GENES	0.19948032487715864	0.0	6386	0.8044847568657092
SUZUKI_RESPONSE_TO_TSA	0.19950490442053195	0.0	6387	0.8046107331821618
PID_IL2_PI3K_PATHWAY	0.19960528222406096	0.0	6388	0.8047367094986143
VERNELL_RETINOBLASTOMA_PATHWAY_UP	0.1997175951779325	0.0	6389	0.8048626858150668
GO_0042462|eye photoreceptor cell development	0.19975458332789076	0.0	6390	0.8049886621315193
POS_HISTAMINE_RESPONSE_NETWORK	0.19982371527980222	0.0	6391	0.8051146384479718
AKL_HTLV1_INFECTION_DN	0.19983689307932725	0.0	6392	0.8052406147644243
GO_0022618|ribonucleoprotein complex assembly	0.19998824200168297	0.0	6393	0.8053665910808768
GO_0034330|cell junction organization	0.20004702310423414	0.0	6394	0.8054925673973293
GO_CELL_CELL_ADHESION	0.20013659879214768	0.0	6395	0.8056185437137818
GO_0000245|spliceosome assembly	0.2002022832999934	0.0	6396	0.8057445200302343
GO_REGULATION_OF_NEUROTRANSMITTER_LEVELS	0.20024405666785486	0.0	6397	0.8058704963466868
IWANAGA_E2F1_TARGETS_INDUCED_BY_SERUM	0.20024570761895183	0.0	6398	0.8059964726631393
HUMMEL_BURKITTS_LYMPHOMA_UP	0.20030764216333843	0.0	6399	0.8061224489795918
TESAR_JAK_TARGETS_MOUSE_ES_D3_UP	0.2003727645768726	0.0	6400	0.8062484252960443
EHLERS_ANEUPLOIDY_DN	0.20049742424973782	0.0	6401	0.8063744016124968
GO_0048024|regulation of nuclear mRNA splicing, via spliceosome	0.20053345094993744	0.0	6402	0.8065003779289494
REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING	0.20053519775409964	0.0	6403	0.8066263542454019
GO_0032386|regulation of intracellular transport	0.2006526381224494	0.0	6404	0.8067523305618544
LE_SKI_TARGETS_UP	0.20070758067252006	0.0	6405	0.8068783068783069
BIOCARTA_CELL2CELL_PATHWAY	0.2007170951629576	0.0	6406	0.8070042831947594
GO_0010906|regulation of glucose metabolic process	0.20079123774395696	0.0	6407	0.8071302595112119
REACTOME_MEIOTIC_SYNAPSIS	0.20108123837255223	0.0	6408	0.8072562358276644
NUMATA_CSF3_SIGNALING_VIA_STAT3	0.2010813298319023	0.0	6409	0.8073822121441169
GO_0070302|regulation of stress-activated protein kinase signaling pathway	0.20116137134766351	0.0	6410	0.8075081884605694
REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS	0.20116382965715485	0.0	6411	0.8076341647770219
BIOCARTA_HCMV_PATHWAY	0.20128250650259558	0.0	6412	0.8077601410934744
GO_0032204|regulation of telomere maintenance	0.20144246518523223	0.0	6413	0.8078861174099269
POMEROY_MEDULLOBLASTOMA_DESMOPLASIC_VS_CLASSIC_DN	0.20150995925334608	0.0	6414	0.8080120937263794
GO_0034199|activation of protein kinase A activity	0.20155215120157755	0.0	6415	0.808138070042832
GO_0030072|peptide hormone secretion	0.20163350683829392	0.0	6416	0.8082640463592845
ST_INTERLEUKIN_4_PATHWAY	0.20165480601318764	0.0	6417	0.808390022675737
HOLLEMAN_PREDNISOLONE_RESISTANCE_ALL_UP	0.20186713987127988	0.0	6418	0.8085159989921895
PID_TCR_JNK_PATHWAY	0.20233130326182855	0.0	6419	0.808641975308642
ABRAHAM_ALPC_VS_MULTIPLE_MYELOMA_UP	0.20239994333652764	0.0	6420	0.8087679516250945
TURASHVILI_BREAST_NORMAL_DUCTAL_VS_LOBULAR_DN	0.20241722614086882	0.0	6421	0.808893927941547
PRC2_EDD_UP.V1_UP	0.20246770484975582	0.0	6422	0.8090199042579995
REACTOME_METABOLISM_OF_NON_CODING_RNA	0.20252172445558894	0.0	6423	0.809145880574452
BIOCARTA_MAPK_PATHWAY	0.20258284486253397	0.0	6424	0.8092718568909045
LEE_NEURAL_CREST_STEM_CELL_UP	0.20258958464303164	0.0	6425	0.809397833207357
GAVIN_IL2_RESPONSIVE_FOXP3_TARGETS_UP	0.20269924040757006	0.0	6426	0.8095238095238095
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH	0.20280726280054515	0.0	6427	0.809649785840262
GO_0048565|gut development	0.20282414155948156	0.0	6428	0.8097757621567145
GO_0051130|positive regulation of cellular component organization	0.2029147688278831	0.0	6429	0.809901738473167
GO_0030516|regulation of axon extension	0.20300724402519255	0.0	6430	0.8100277147896195
BONOME_OVARIAN_CANCER_POOR_SURVIVAL_DN	0.20315365820723838	0.0	6431	0.810153691106072
GO_0010677|negative regulation of cellular carbohydrate metabolic process	0.2031993383900258	0.0	6432	0.8102796674225246
GO_0045912|negative regulation of carbohydrate metabolic process	0.2031993383900258	0.0	6433	0.810405643738977
CSR_EARLY_UP.V1_DN	0.2033287726121567	0.0	6434	0.8105316200554296
GO_0045740|positive regulation of DNA replication	0.20338100574851994	0.0	6435	0.8106575963718821
PID_BETA_CATENIN_DEG_PATHWAY	0.20344009984533415	0.0	6436	0.8107835726883346
GO_0014706|striated muscle tissue development	0.20346886740221984	0.0	6437	0.8109095490047871
GO_0043547|positive regulation of GTPase activity	0.20349778539789665	0.0	6438	0.8110355253212396
GO_0051928|positive regulation of calcium ion transport	0.20350958703442495	0.0	6439	0.8111615016376921
BIOCARTA_ATRBRCA_PATHWAY	0.20351479213903628	0.0	6440	0.8112874779541446
GO_0042307|positive regulation of protein import into nucleus	0.2035545687275719	0.0	6441	0.8114134542705971
LI_CYTIDINE_ANALOGS_CYCTOTOXICITY	0.20368592670880692	0.0	6442	0.8115394305870496
LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_LARGE_VS_TINY_DN	0.2039752273520352	0.0	6443	0.8116654069035022
HOOI_ST7_TARGETS_UP	0.20398122160217808	0.0	6444	0.8117913832199547
TERAMOTO_OPN_TARGETS_CLUSTER_5	0.2041114917505451	0.0	6445	0.8119173595364072
GO_0010212|response to ionizing radiation	0.2041410617318915	0.0	6446	0.8120433358528597
GO_0031032|actomyosin structure organization	0.20415344720377304	0.0	6447	0.8121693121693122
BAFNA_MUC4_TARGETS_UP	0.20420137391393603	0.0	6448	0.8122952884857647
OUILLETTE_CLL_13Q14_DELETION_DN	0.20453159062929277	0.0	6449	0.8124212648022172
GO_0030010|establishment of cell polarity	0.2045528098125879	0.0	6450	0.8125472411186697
FUJII_YBX1_TARGETS_DN	0.20466227501342155	0.0	6451	0.8126732174351222
REACTOME_CHROMOSOME_MAINTENANCE	0.20485320428714243	0.0	6452	0.8127991937515747
IKEDA_MIR1_TARGETS_DN	0.20500440187195582	0.0	6453	0.8129251700680272
REACTOME_ACTIVATION_OF_RAC	0.20518429062128157	0.0	6454	0.8130511463844797
PID_NFAT_3PATHWAY	0.20522036619416903	0.0	6455	0.8131771227009322
BOYLAN_MULTIPLE_MYELOMA_C_D_UP	0.20532955205220785	0.0	6456	0.8133030990173847
GO_0000226|microtubule cytoskeleton organization	0.20551687190322743	0.0	6457	0.8134290753338372
SEIDEN_ONCOGENESIS_BY_MET	0.20568742041585636	0.0	6458	0.8135550516502897
GO_CELLULAR_RESPONSE_TO_RETINOIC_ACID	0.20585787427801358	0.0	6459	0.8136810279667422
BIOCARTA_GPCR_PATHWAY	0.2059962846761293	0.0	6460	0.8138070042831947
GO_0002381|immunoglobulin production during immune response	0.20608758316727963	0.0	6461	0.8139329805996472
GO_CALCIUM_ION_REGULATED_EXOCYTOSIS_OF_NEUROTRANSMITTER	0.20629434654015072	0.0	6462	0.8140589569160998
GRADE_COLON_VS_RECTAL_CANCER_DN	0.20636009858317744	0.0	6463	0.8141849332325523
PID_DNA_PK_PATHWAY	0.20643985288525074	0.0	6464	0.8143109095490048
GO_0045190|isotype switching	0.2065618310674538	0.0	6465	0.8144368858654573
GO_0002208|somatic diversification of immunoglobulins during immune response	0.2065618310674538	0.0	6466	0.8145628621819098
GO_0002204|somatic recombination of immunoglobulin genes during immune response	0.2065618310674538	0.0	6467	0.8146888384983623
BIOCARTA_PITX2_PATHWAY	0.2068839860958085	0.0	6468	0.8148148148148148
GO_0007017|microtubule-based process	0.2070241768321665	0.0	6469	0.8149407911312673
PUJANA_BRCA1_PCC_NETWORK	0.2070664134505167	0.0	6470	0.8150667674477198
GO_0030323|respiratory tube development	0.20724874974845797	0.0	6471	0.8151927437641724
REACTOME_MRNA_PROCESSING	0.2073130052546979	0.0	6472	0.8153187200806249
GO_0032350|regulation of hormone metabolic process	0.20753533371502164	0.0	6473	0.8154446963970774
GO_0030324|lung development	0.20758355364503142	0.0	6474	0.8155706727135299
GO_0009112|nucleobase metabolic process	0.20764729186757774	0.0	6475	0.8156966490299824
GO_0002088|lens development in camera-type eye	0.20765647552988625	0.0	6476	0.8158226253464349
REACTOME_SIGNALING_BY_ROBO_RECEPTOR	0.20789279173426026	0.0	6477	0.8159486016628874
BYSTROEM_CORRELATED_WITH_IL5_UP	0.20796354043688256	0.0	6478	0.8160745779793399
HOSHIDA_LIVER_CANCER_LATE_RECURRENCE_UP	0.20798643323658045	0.0	6479	0.8162005542957924
HALLMARK_SPERMATOGENESIS	0.20801403939846622	0.0	6480	0.8163265306122449
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	0.20804771032163177	0.0	6481	0.8164525069286974
PETRETTO_CARDIAC_HYPERTROPHY	0.20822744837435897	0.0	6482	0.8165784832451499
STARK_BRAIN_22Q11_DELETION	0.20835026552849778	0.0	6483	0.8167044595616024
GO_0006109|regulation of carbohydrate metabolic process	0.2087274928068704	0.0	6484	0.8168304358780549
GO_0006928|cell motion	0.20877147955654474	0.0	6485	0.8169564121945074
REACTOME_UNWINDING_OF_DNA	0.20881139494003628	0.0	6486	0.8170823885109599
IRITANI_MAD1_TARGETS_UP	0.2088450031101391	0.0	6487	0.8172083648274124
PID_CIRCADIAN_PATHWAY	0.2088493729883659	0.0	6488	0.8173343411438649
axonogenesis_Yang_etal_short	0.20887008052412262	0.0	6489	0.8174603174603174
WIEDERSCHAIN_TARGETS_OF_BMI1_AND_PCGF2	0.20894929092366402	0.0	6490	0.81758629377677
PID_IFNG_PATHWAY	0.20896528054518113	0.0	6491	0.8177122700932224
GO_0009620|response to fungus	0.20897025960217674	0.0	6492	0.817838246409675
KIM_WT1_TARGETS_8HR_UP	0.2090930091189675	0.0	6493	0.8179642227261275
REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE	0.2092242589353891	0.0	6494	0.81809019904258
REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK	0.20937453457091254	0.0	6495	0.8182161753590325
GAUSSMANN_MLL_AF4_FUSION_TARGETS_G_UP	0.20946994085324414	0.0	6496	0.818342151675485
SHAFFER_IRF4_TARGETS_IN_ACTIVATED_DENDRITIC_CELL	0.20962246222360273	0.0	6497	0.8184681279919375
GO_0048660|regulation of smooth muscle cell proliferation	0.20962894922796946	0.0	6498	0.81859410430839
MCBRYAN_TERMINAL_END_BUD_UP	0.20967268092357064	0.0	6499	0.8187200806248426
LECTINpos_KRT5pos_BASAL	0.20968738478732146	0.0	6500	0.8188460569412951
GO_0031570|DNA integrity checkpoint	0.20982262666537688	0.0	6501	0.8189720332577476
HATADA_METHYLATED_IN_LUNG_CANCER_DN	0.20983441080983442	0.0	6502	0.8190980095742001
GO_0021510|spinal cord development	0.21007661607995493	0.0	6503	0.8192239858906526
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY	0.21009145713660662	0.0	6504	0.8193499622071051
COURTOIS_SENESCENCE_TRIGGERS	0.21016171608368228	0.0	6505	0.8194759385235576
GO_0006814|sodium ion transport	0.21029969106675062	0.0	6506	0.8196019148400101
PID_TOLL_ENDOGENOUS_PATHWAY	0.21045201967191784	0.0	6507	0.8197278911564626
GO_0035265|organ growth	0.21046481626167982	0.0	6508	0.8198538674729151
GO_NEURON_FATE_COMMITMENT	0.21058338453897896	0.0	6509	0.8199798437893676
LINDSTEDT_DENDRITIC_CELL_MATURATION_C	0.21061028240957325	0.0	6510	0.8201058201058201
SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES	0.21067389641121453	0.0	6511	0.8202317964222726
GO_0010675|regulation of cellular carbohydrate metabolic process	0.2107011863949669	0.0	6512	0.8203577727387251
REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN	0.2107395566922737	0.0	6513	0.8204837490551776
GO_0006887|exocytosis	0.21082142279749655	0.0	6514	0.8206097253716301
KRIGE_RESPONSE_TO_TOSEDOSTAT_24HR_UP	0.21101455702883898	0.0	6515	0.8207357016880826
PROVENZANI_METASTASIS_UP	0.2110509618220019	0.0	6516	0.8208616780045351
PALOMERO_GSI_SENSITIVITY_UP	0.2111490995445336	0.0	6517	0.8209876543209876
GO_0021953|central nervous system neuron differentiation	0.21148426173197152	0.0	6518	0.8211136306374401
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_UP	0.2117611771817852	0.0	6519	0.8212396069538926
BHAT_ESR1_TARGETS_NOT_VIA_AKT1_DN	0.21184893016166645	0.0	6520	0.8213655832703451
GO_SMOOTHENED_SIGNALING_PATHWAY	0.2119685574826784	0.0	6521	0.8214915595867976
REACTOME_SIGNAL_AMPLIFICATION	0.21222350224213368	0.0	6522	0.8216175359032502
PID_CASPASE_PATHWAY	0.21231151071532947	0.0	6523	0.8217435122197027
KEGG_GLYCEROLIPID_METABOLISM	0.21242703389358505	0.0	6524	0.8218694885361552
BIOCARTA_RARRXR_PATHWAY	0.2125404970784791	0.0	6525	0.8219954648526077
STEIN_ESRRA_TARGETS_RESPONSIVE_TO_ESTROGEN_DN	0.2125872963111944	0.0	6526	0.8221214411690602
REACTOME_SIGNALING_BY_RHO_GTPASES	0.21274989202646666	0.0	6527	0.8222474174855128
MORI_MATURE_B_LYMPHOCYTE_UP	0.21293323124451552	0.0	6528	0.8223733938019653
GO_0045786|negative regulation of cell cycle	0.2130200780943832	0.0	6529	0.8224993701184178
GO_0009954|proximal/distal pattern formation	0.21309393839237034	0.0	6530	0.8226253464348703
GO_0008380|RNA splicing	0.21312360083890444	0.0	6531	0.8227513227513228
ZHENG_FOXP3_TARGETS_IN_THYMUS_DN	0.21318717846399127	0.0	6532	0.8228772990677753
GO_0042593|glucose homeostasis	0.2133166658688414	0.0	6533	0.8230032753842278
GO_0033500|carbohydrate homeostasis	0.2133166658688414	0.0	6534	0.8231292517006803
GO_0051321|meiotic cell cycle	0.21336286898080023	0.0	6535	0.8232552280171328
CHIARETTI_T_ALL_REFRACTORY_TO_THERAPY	0.2136529026661235	0.0	6536	0.8233812043335853
PID_PS1_PATHWAY	0.2137834190181841	0.0	6537	0.8235071806500378
ST_G_ALPHA_S_PATHWAY	0.2137985035521663	0.0	6538	0.8236331569664903
GAUSSMANN_MLL_AF4_FUSION_TARGETS_D_DN	0.21389182854170008	0.0	6539	0.8237591332829428
HAHTOLA_MYCOSIS_FUNGOIDES_SKIN_UP	0.21397053887020923	0.0	6540	0.8238851095993953
NIKOLSKY_BREAST_CANCER_21Q22_AMPLICON	0.2139972038151835	0.0	6541	0.8240110859158478
GO_0000086|G2/M transition of mitotic cell cycle	0.21416695960030693	0.0	6542	0.8241370622323003
CHOI_ATL_STAGE_PREDICTOR	0.21418359415481208	0.0	6543	0.8242630385487528
MIKKELSEN_IPS_LCP_WITH_H3K4ME3_AND_H3K27ME3	0.21425550634929655	0.0	6544	0.8243890148652053
GO_0007243|protein kinase cascade	0.21440469419047586	0.0	6545	0.8245149911816578
PID_IL8_CXCR1_PATHWAY	0.2146252569676759	0.0	6546	0.8246409674981103
HUMMERICH_BENIGN_SKIN_TUMOR_DN	0.21466519970604572	0.0	6547	0.8247669438145628
GO_0042493|response to drug	0.21469530799727096	0.0	6548	0.8248929201310153
DAVIES_MULTIPLE_MYELOMA_VS_MGUS_DN	0.2148318342302066	0.0	6549	0.8250188964474678
AGUIRRE_PANCREATIC_CANCER_COPY_NUMBER_DN	0.2148803704632717	0.0	6550	0.8251448727639203
TGFB_UP.V1_UP	0.21491560396355325	0.0	6551	0.8252708490803728
GO_0035272|exocrine system development	0.2153683955527019	0.0	6552	0.8253968253968254
DITTMER_PTHLH_TARGETS_DN	0.21539225778581184	0.0	6553	0.8255228017132779
GO_0060429|epithelium development	0.21554503169563835	0.0	6554	0.8256487780297304
KONDO_EZH2_TARGETS	0.21578706239672527	0.0	6555	0.825774754346183
MARIADASON_REGULATED_BY_HISTONE_ACETYLATION_DN	0.21581606262224515	0.0	6556	0.8259007306626355
GO_0051327|M phase of meiotic cell cycle	0.21585081934200623	0.0	6557	0.826026706979088
GO_0007126|meiosis	0.21585081934200623	0.0	6558	0.8261526832955405
GO_0016032|viral reproduction	0.2160357702067761	0.0	6559	0.826278659611993
GRABARCZYK_BCL11B_TARGETS_DN	0.21605966652152422	0.0	6560	0.8264046359284455
TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_DUCTAL_NORMAL_UP	0.21628697711503786	0.0	6561	0.826530612244898
PID_P53_REGULATION_PATHWAY	0.21637669218404718	0.0	6562	0.8266565885613505
FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_OK_VS_DONOR_UP	0.2163845539553105	0.0	6563	0.826782564877803
AGARWAL_AKT_PATHWAY_TARGETS	0.21640281827027416	0.0	6564	0.8269085411942555
BIOCARTA_BCELLSURVIVAL_PATHWAY	0.21655462070919101	0.0	6565	0.827034517510708
GO_0006270|DNA replication initiation	0.2166881414330359	0.0	6566	0.8271604938271605
NAISHIRO_CTNNB1_TARGETS_WITH_LEF1_MOTIF	0.21678732851283375	0.0	6567	0.827286470143613
REACTOME_PPARA_ACTIVATES_GENE_EXPRESSION	0.21690572649885045	0.0	6568	0.8274124464600655
GO_0034621|cellular macromolecular complex subunit organization	0.21691420564317954	0.0	6569	0.827538422776518
GO_REGULATION_OF_NEUROTRANSMITTER_RECEPTOR_ACTIVITY	0.21702198734617334	0.0	6570	0.8276643990929705
SILIGAN_BOUND_BY_EWS_FLT1_FUSION	0.21715591200780793	0.0	6571	0.827790375409423
GO_0031345|negative regulation of cell projection organization	0.2172414290409082	0.0	6572	0.8279163517258755
HOLLEMAN_PREDNISOLONE_RESISTANCE_B_ALL_UP	0.21732413237645667	0.0	6573	0.828042328042328
GO_REGULATION_OF_NEUROBLAST_PROLIFERATION	0.2173649905683508	0.0	6574	0.8281683043587805
GO_RETINOIC_ACID_RECEPTOR_BINDING	0.21740340257316007	0.0	6575	0.828294280675233
BILANGES_RAPAMYCIN_SENSITIVE_GENES	0.2174405191473587	0.0	6576	0.8284202569916855
BIOCARTA_WNT_PATHWAY	0.2174893927572369	0.0	6577	0.828546233308138
GO_0007131|reciprocal meiotic recombination	0.2175013910928929	0.0	6578	0.8286722096245905
REACTOME_SYNTHESIS_OF_PA	0.21754565083653865	0.0	6579	0.828798185941043
TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_LOBULAR_NORMAL_UP	0.2175622792918449	0.0	6580	0.8289241622574955
KUNINGER_IGF1_VS_PDGFB_TARGETS_UP	0.21776379481700803	0.0	6581	0.829050138573948
TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_DUCTAL_NORMAL_UP	0.2177701337477496	0.0	6582	0.8291761148904006
BIOCARTA_TRKA_PATHWAY	0.21778649898849078	0.0	6583	0.8293020912068532
GO_0042113|B cell activation	0.21793185135799556	0.0	6584	0.8294280675233057
ONO_FOXP3_TARGETS_DN	0.21793796937632548	0.0	6585	0.8295540438397582
FINETTI_BREAST_CANCERS_KINOME_BLUE	0.21798811220816697	0.0	6586	0.8296800201562107
LIU_PROSTATE_CANCER_UP	0.21799562957193194	0.0	6587	0.8298059964726632
SOX2_TARGETS_BENPORATH	0.21805831629836878	0.0	6588	0.8299319727891157
PUIFFE_INVASION_INHIBITED_BY_ASCITES_DN	0.21828123456553278	0.0	6589	0.8300579491055682
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI	0.21832704978155085	0.0	6590	0.8301839254220207
GUO_TARGETS_OF_IRS1_AND_IRS2	0.21844252521471502	0.0	6591	0.8303099017384732
PID_LPA4_PATHWAY	0.21849901197012708	0.0	6592	0.8304358780549257
GO_0000096|sulfur amino acid metabolic process	0.2186312737921053	0.0	6593	0.8305618543713782
CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_1	0.21879080466071862	0.0	6594	0.8306878306878307
GO_0000077|DNA damage checkpoint	0.21880579004257986	0.0	6595	0.8308138070042832
GO_0022612|gland morphogenesis	0.21890143592082323	0.0	6596	0.8309397833207357
REACTOME_VEGF_LIGAND_RECEPTOR_INTERACTIONS	0.21890537454058667	0.0	6597	0.8310657596371882
MUELLER_COMMON_TARGETS_OF_AML_FUSIONS_UP	0.21894144775046104	0.0	6598	0.8311917359536407
GO_0000075|cell cycle checkpoint	0.2189792113323776	0.0	6599	0.8313177122700932
PEREZ_TP63_TARGETS	0.2191191324625056	0.0	6600	0.8314436885865457
SENESE_HDAC1_AND_HDAC2_TARGETS_UP	0.21921985848344697	0.0	6601	0.8315696649029982
BREDEMEYER_RAG_SIGNALING_NOT_VIA_ATM_UP	0.21957838170137972	0.0	6602	0.8316956412194507
GO_0048745|smooth muscle tissue development	0.2196047906710957	0.0	6603	0.8318216175359032
ST_GA12_PATHWAY	0.2196463951211299	0.0	6604	0.8319475938523557
PID_PDGFRB_PATHWAY	0.2197584569031146	0.0	6605	0.8320735701688082
PID_PTP1B_PATHWAY	0.2198080979209887	0.0	6606	0.8321995464852607
IKEDA_MIR133_TARGETS_DN	0.219948381556374	0.0	6607	0.8323255228017132
LIU_IL13_MEMORY_MODEL_DN	0.21998628719478738	0.0	6608	0.8324514991181657
GO_0048806|genitalia development	0.22030657630387157	0.0	6609	0.8325774754346182
MARTINEZ_RB1_TARGETS_DN	0.22034948087161169	0.0	6610	0.8327034517510707
LI_WILMS_TUMOR	0.22042840215848586	0.0	6611	0.8328294280675234
PID_BMP_PATHWAY	0.2204585308810018	0.0	6612	0.8329554043839759
MCBRYAN_PUBERTAL_TGFB1_TARGETS_UP	0.2205178502874728	0.0	6613	0.8330813807004284
REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM	0.22062014219481718	0.0	6614	0.8332073570168809
KYNG_DNA_DAMAGE_BY_GAMMA_RADIATION	0.22077451328758066	0.0	6615	0.8333333333333334
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX2_DN	0.22080445289114561	0.0	6616	0.8334593096497859
ZHOU_INFLAMMATORY_RESPONSE_FIMA_DN	0.22080483327849287	0.0	6617	0.8335852859662384
KAUFFMANN_DNA_REPAIR_GENES	0.22085994344009321	0.0	6618	0.8337112622826909
REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS	0.2209583695124945	0.0	6619	0.8338372385991434
MAEKAWA_ATF2_TARGETS	0.22096330855945132	0.0	6620	0.8339632149155959
RAY_TARGETS_OF_P210_BCR_ABL_FUSION_UP	0.22102037009731365	0.0	6621	0.8340891912320484
GO_0006397|mRNA processing	0.2211502733573476	0.0	6622	0.8342151675485009
GO_0051806|entry into cell of other organism during symbiotic interaction	0.22126202682894727	0.0	6623	0.8343411438649534
GO_0030260|entry into host cell	0.22126202682894727	0.0	6624	0.8344671201814059
